"","country","indicator","date","year_week","value","source","url"
"26","Austria","Daily hospital occupancy","2020-04-26","2020-W17",449,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"27","Austria","Daily hospital occupancy","2020-04-27","2020-W18",439,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"28","Austria","Daily hospital occupancy","2020-04-28","2020-W18",425,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"29","Austria","Daily hospital occupancy","2020-04-29","2020-W18",386,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"30","Austria","Daily hospital occupancy","2020-04-30","2020-W18",372,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"31","Austria","Daily hospital occupancy","2020-05-01","2020-W18",348,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"32","Austria","Daily hospital occupancy","2020-05-02","2020-W18",314,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"33","Austria","Daily hospital occupancy","2020-05-03","2020-W18",308,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"34","Austria","Daily hospital occupancy","2020-05-04","2020-W19",309,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"35","Austria","Daily hospital occupancy","2020-05-05","2020-W19",314,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"36","Austria","Daily hospital occupancy","2020-05-06","2020-W19",321,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"37","Austria","Daily hospital occupancy","2020-05-07","2020-W19",268,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"38","Austria","Daily hospital occupancy","2020-05-08","2020-W19",258,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"39","Austria","Daily hospital occupancy","2020-05-09","2020-W19",230,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"40","Austria","Daily hospital occupancy","2020-05-10","2020-W19",219,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"41","Austria","Daily hospital occupancy","2020-05-11","2020-W20",211,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"42","Austria","Daily hospital occupancy","2020-05-12","2020-W20",205,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"43","Austria","Daily hospital occupancy","2020-05-13","2020-W20",188,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"44","Austria","Daily hospital occupancy","2020-05-14","2020-W20",180,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"45","Austria","Daily hospital occupancy","2020-05-15","2020-W20",165,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"46","Austria","Daily hospital occupancy","2020-05-16","2020-W20",158,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"47","Austria","Daily hospital occupancy","2020-05-17","2020-W20",149,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"48","Austria","Daily hospital occupancy","2020-05-18","2020-W21",151,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"49","Austria","Daily hospital occupancy","2020-05-19","2020-W21",143,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"50","Austria","Daily hospital occupancy","2020-05-20","2020-W21",137,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"51","Austria","Daily hospital occupancy","2020-05-21","2020-W21",156,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"52","Austria","Daily hospital occupancy","2020-05-22","2020-W21",128,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"53","Austria","Daily hospital occupancy","2020-05-23","2020-W21",116,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"54","Austria","Daily hospital occupancy","2020-05-24","2020-W21",108,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"55","Austria","Daily hospital occupancy","2020-05-25","2020-W22",108,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"56","Austria","Daily hospital occupancy","2020-05-26","2020-W22",95,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"57","Austria","Daily hospital occupancy","2020-05-27","2020-W22",84,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"58","Austria","Daily hospital occupancy","2020-05-28","2020-W22",77,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"59","Austria","Daily hospital occupancy","2020-05-29","2020-W22",78,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"60","Austria","Daily hospital occupancy","2020-05-30","2020-W22",75,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"61","Austria","Daily hospital occupancy","2020-05-31","2020-W22",70,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"62","Austria","Daily hospital occupancy","2020-06-01","2020-W23",68,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"63","Austria","Daily hospital occupancy","2020-06-02","2020-W23",62,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"64","Austria","Daily hospital occupancy","2020-06-03","2020-W23",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"65","Austria","Daily hospital occupancy","2020-06-04","2020-W23",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"66","Austria","Daily hospital occupancy","2020-06-05","2020-W23",55,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"67","Austria","Daily hospital occupancy","2020-06-06","2020-W23",55,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"68","Austria","Daily hospital occupancy","2020-06-07","2020-W23",52,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"69","Austria","Daily hospital occupancy","2020-06-08","2020-W24",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"70","Austria","Daily hospital occupancy","2020-06-09","2020-W24",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"71","Austria","Daily hospital occupancy","2020-06-10","2020-W24",63,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"72","Austria","Daily hospital occupancy","2020-06-11","2020-W24",67,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"73","Austria","Daily hospital occupancy","2020-06-12","2020-W24",60,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"74","Austria","Daily hospital occupancy","2020-06-13","2020-W24",62,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"75","Austria","Daily hospital occupancy","2020-06-14","2020-W24",57,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"76","Austria","Daily hospital occupancy","2020-06-15","2020-W25",64,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"77","Austria","Daily hospital occupancy","2020-06-16","2020-W25",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"78","Austria","Daily hospital occupancy","2020-06-17","2020-W25",60,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"79","Austria","Daily hospital occupancy","2020-06-18","2020-W25",64,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"80","Austria","Daily hospital occupancy","2020-06-19","2020-W25",68,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"81","Austria","Daily hospital occupancy","2020-06-20","2020-W25",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"82","Austria","Daily hospital occupancy","2020-06-21","2020-W25",61,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"83","Austria","Daily hospital occupancy","2020-06-22","2020-W26",59,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"84","Austria","Daily hospital occupancy","2020-06-23","2020-W26",57,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"85","Austria","Daily hospital occupancy","2020-06-24","2020-W26",59,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"86","Austria","Daily hospital occupancy","2020-06-25","2020-W26",60,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"87","Austria","Daily hospital occupancy","2020-06-26","2020-W26",60,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"88","Austria","Daily hospital occupancy","2020-06-27","2020-W26",61,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"89","Austria","Daily hospital occupancy","2020-06-28","2020-W26",62,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"90","Austria","Daily hospital occupancy","2020-06-29","2020-W27",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"91","Austria","Daily hospital occupancy","2020-06-30","2020-W27",58,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"92","Austria","Daily hospital occupancy","2020-07-01","2020-W27",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"93","Austria","Daily hospital occupancy","2020-07-02","2020-W27",62,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"94","Austria","Daily hospital occupancy","2020-07-03","2020-W27",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"95","Austria","Daily hospital occupancy","2020-07-04","2020-W27",60,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"96","Austria","Daily hospital occupancy","2020-07-05","2020-W27",62,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"97","Austria","Daily hospital occupancy","2020-07-06","2020-W28",67,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"98","Austria","Daily hospital occupancy","2020-07-07","2020-W28",81,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"99","Austria","Daily hospital occupancy","2020-07-08","2020-W28",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"100","Austria","Daily hospital occupancy","2020-07-09","2020-W28",66,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"101","Austria","Daily hospital occupancy","2020-07-10","2020-W28",71,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"102","Austria","Daily hospital occupancy","2020-07-11","2020-W28",68,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"103","Austria","Daily hospital occupancy","2020-07-12","2020-W28",73,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"104","Austria","Daily hospital occupancy","2020-07-13","2020-W29",74,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"105","Austria","Daily hospital occupancy","2020-07-14","2020-W29",74,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"106","Austria","Daily hospital occupancy","2020-07-15","2020-W29",86,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"107","Austria","Daily hospital occupancy","2020-07-16","2020-W29",83,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"108","Austria","Daily hospital occupancy","2020-07-17","2020-W29",88,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"109","Austria","Daily hospital occupancy","2020-07-18","2020-W29",87,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"110","Austria","Daily hospital occupancy","2020-07-19","2020-W29",85,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"111","Austria","Daily hospital occupancy","2020-07-20","2020-W30",96,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"112","Austria","Daily hospital occupancy","2020-07-21","2020-W30",96,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"113","Austria","Daily hospital occupancy","2020-07-22","2020-W30",93,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"114","Austria","Daily hospital occupancy","2020-07-23","2020-W30",87,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"115","Austria","Daily hospital occupancy","2020-07-24","2020-W30",86,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"116","Austria","Daily hospital occupancy","2020-07-25","2020-W30",85,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"117","Austria","Daily hospital occupancy","2020-07-26","2020-W30",82,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"118","Austria","Daily hospital occupancy","2020-07-27","2020-W31",79,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"119","Austria","Daily hospital occupancy","2020-07-28","2020-W31",74,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"120","Austria","Daily hospital occupancy","2020-07-29","2020-W31",74,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"121","Austria","Daily hospital occupancy","2020-07-30","2020-W31",87,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"122","Austria","Daily hospital occupancy","2020-07-31","2020-W31",84,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"123","Austria","Daily hospital occupancy","2020-08-01","2020-W31",70,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"124","Austria","Daily hospital occupancy","2020-08-02","2020-W31",73,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"125","Austria","Daily hospital occupancy","2020-08-03","2020-W32",92,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"126","Austria","Daily hospital occupancy","2020-08-04","2020-W32",84,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"127","Austria","Daily hospital occupancy","2020-08-05","2020-W32",90,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"128","Austria","Daily hospital occupancy","2020-08-06","2020-W32",92,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"129","Austria","Daily hospital occupancy","2020-08-07","2020-W32",93,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"130","Austria","Daily hospital occupancy","2020-08-08","2020-W32",96,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"131","Austria","Daily hospital occupancy","2020-08-09","2020-W32",99,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"132","Austria","Daily hospital occupancy","2020-08-10","2020-W33",92,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"133","Austria","Daily hospital occupancy","2020-08-11","2020-W33",94,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"134","Austria","Daily hospital occupancy","2020-08-12","2020-W33",93,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"135","Austria","Daily hospital occupancy","2020-08-13","2020-W33",92,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"136","Austria","Daily hospital occupancy","2020-08-14","2020-W33",91,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"137","Austria","Daily hospital occupancy","2020-08-15","2020-W33",83,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"138","Austria","Daily hospital occupancy","2020-08-16","2020-W33",65,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"139","Austria","Daily hospital occupancy","2020-08-17","2020-W34",91,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"140","Austria","Daily hospital occupancy","2020-08-18","2020-W34",97,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"141","Austria","Daily hospital occupancy","2020-08-19","2020-W34",101,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"142","Austria","Daily hospital occupancy","2020-08-20","2020-W34",95,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"143","Austria","Daily hospital occupancy","2020-08-21","2020-W34",90,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"144","Austria","Daily hospital occupancy","2020-08-22","2020-W34",94,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"145","Austria","Daily hospital occupancy","2020-08-23","2020-W34",93,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"146","Austria","Daily hospital occupancy","2020-08-24","2020-W35",112,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"147","Austria","Daily hospital occupancy","2020-08-25","2020-W35",114,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"148","Austria","Daily hospital occupancy","2020-08-26","2020-W35",118,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"149","Austria","Daily hospital occupancy","2020-08-27","2020-W35",121,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"150","Austria","Daily hospital occupancy","2020-08-28","2020-W35",119,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"151","Austria","Daily hospital occupancy","2020-08-29","2020-W35",114,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"152","Austria","Daily hospital occupancy","2020-08-30","2020-W35",110,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"153","Austria","Daily hospital occupancy","2020-08-31","2020-W36",123,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"154","Austria","Daily hospital occupancy","2020-09-01","2020-W36",119,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"155","Austria","Daily hospital occupancy","2020-09-02","2020-W36",127,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"156","Austria","Daily hospital occupancy","2020-09-03","2020-W36",132,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"157","Austria","Daily hospital occupancy","2020-09-04","2020-W36",128,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"158","Austria","Daily hospital occupancy","2020-09-05","2020-W36",129,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"159","Austria","Daily hospital occupancy","2020-09-06","2020-W36",115,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"160","Austria","Daily hospital occupancy","2020-09-07","2020-W37",134,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"161","Austria","Daily hospital occupancy","2020-09-08","2020-W37",142,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"162","Austria","Daily hospital occupancy","2020-09-09","2020-W37",161,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"163","Austria","Daily hospital occupancy","2020-09-10","2020-W37",166,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"164","Austria","Daily hospital occupancy","2020-09-11","2020-W37",163,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"165","Austria","Daily hospital occupancy","2020-09-12","2020-W37",167,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"166","Austria","Daily hospital occupancy","2020-09-13","2020-W37",182,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"167","Austria","Daily hospital occupancy","2020-09-14","2020-W38",208,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"168","Austria","Daily hospital occupancy","2020-09-15","2020-W38",244,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"169","Austria","Daily hospital occupancy","2020-09-16","2020-W38",267,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"170","Austria","Daily hospital occupancy","2020-09-17","2020-W38",264,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"171","Austria","Daily hospital occupancy","2020-09-18","2020-W38",272,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"172","Austria","Daily hospital occupancy","2020-09-19","2020-W38",265,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"173","Austria","Daily hospital occupancy","2020-09-20","2020-W38",273,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"174","Austria","Daily hospital occupancy","2020-09-21","2020-W39",297,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"175","Austria","Daily hospital occupancy","2020-09-22","2020-W39",315,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"176","Austria","Daily hospital occupancy","2020-09-23","2020-W39",336,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"177","Austria","Daily hospital occupancy","2020-09-24","2020-W39",344,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"178","Austria","Daily hospital occupancy","2020-09-25","2020-W39",333,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"179","Austria","Daily hospital occupancy","2020-09-26","2020-W39",343,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"180","Austria","Daily hospital occupancy","2020-09-27","2020-W39",362,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"181","Austria","Daily hospital occupancy","2020-09-28","2020-W40",381,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"182","Austria","Daily hospital occupancy","2020-09-29","2020-W40",401,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"183","Austria","Daily hospital occupancy","2020-09-30","2020-W40",406,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"184","Austria","Daily hospital occupancy","2020-10-01","2020-W40",395,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"185","Austria","Daily hospital occupancy","2020-10-02","2020-W40",372,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"186","Austria","Daily hospital occupancy","2020-10-03","2020-W40",397,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"187","Austria","Daily hospital occupancy","2020-10-04","2020-W40",373,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"188","Austria","Daily hospital occupancy","2020-10-05","2020-W41",387,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"189","Austria","Daily hospital occupancy","2020-10-06","2020-W41",397,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"190","Austria","Daily hospital occupancy","2020-10-07","2020-W41",425,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"191","Austria","Daily hospital occupancy","2020-10-08","2020-W41",399,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"192","Austria","Daily hospital occupancy","2020-10-09","2020-W41",405,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"193","Austria","Daily hospital occupancy","2020-10-10","2020-W41",410,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"194","Austria","Daily hospital occupancy","2020-10-11","2020-W41",431,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"195","Austria","Daily hospital occupancy","2020-10-12","2020-W42",464,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"196","Austria","Daily hospital occupancy","2020-10-13","2020-W42",504,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"197","Austria","Daily hospital occupancy","2020-10-14","2020-W42",542,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"198","Austria","Daily hospital occupancy","2020-10-15","2020-W42",545,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"199","Austria","Daily hospital occupancy","2020-10-16","2020-W42",584,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"200","Austria","Daily hospital occupancy","2020-10-17","2020-W42",594,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"201","Austria","Daily hospital occupancy","2020-10-18","2020-W42",607,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
"202","Austria","Daily hospital occupancy","2020-10-19","2020-W43",654,"Country_Website","https://covid19-dashboard.ages.at/dashboard_Hosp.html"
