"","country","year_week","value","indicator","country_code","new_cases","population","FirstDose","SecondDose"
"123","Croatia","2021-W09",12.7643898165797,"Weekly new hospital admissions per 100k","HR",3544,4058165,106352,8836
"124","Croatia","2021-W10",14.9328575846473,"Weekly new hospital admissions per 100k","HR",4566,4058165,105100,24516
"125","Croatia","2021-W11",17.4709505404536,"Weekly new hospital admissions per 100k","HR",6615,4058165,104928,31119
"126","Croatia","2021-W12",23.0646117149007,"Weekly new hospital admissions per 100k","HR",9733,4058165,106049,18673
"127","Croatia","2021-W13",30.9253073741457,"Weekly new hospital admissions per 100k","HR",12642,4058165,108790,26853
"128","Croatia","2021-W14",37.3321439616181,"Weekly new hospital admissions per 100k","HR",12774,4058165,108315,30006
"129","Croatia","2021-W15",39.8702369174245,"Weekly new hospital admissions per 100k","HR",15262,4058165,153702,70868
"130","Croatia","2021-W16",42.3097631565005,"Weekly new hospital admissions per 100k","HR",14836,4058165,142960,64708
"131","Croatia","2021-W17",37.8989025828176,"Weekly new hospital admissions per 100k","HR",12486,4058165,167930,76992
"132","Croatia","2021-W18",30.6788905823198,"Weekly new hospital admissions per 100k","HR",9225,4058165,350963,119953
"133","Croatia","2021-W19",24.4445457491255,"Weekly new hospital admissions per 100k","HR",5759,4058165,355248,131499
"134","Croatia","2021-W20",15.6228246017597,"Weekly new hospital admissions per 100k","HR",3554,4058165,292240,136194
"135","Croatia","2021-W21",11.3105307448071,"Weekly new hospital admissions per 100k","HR",2121,4058165,196827,179164
"136","Croatia","2021-W22",6.60397002093311,"Weekly new hospital admissions per 100k","HR",1427,4058165,116408,155838
"137","Croatia","2021-W23",5.05154423243017,"Weekly new hospital admissions per 100k","HR",973,4058165,118104,297125
"138","Croatia","2021-W24",3.91802699003121,"Weekly new hospital admissions per 100k","HR",603,4058165,65353,343599
"139","Croatia","2021-W25",2.3163178431631,"Weekly new hospital admissions per 100k","HR",482,4058165,43307,258826
"140","Croatia","2021-W26",2.09454273051983,"Weekly new hospital admissions per 100k","HR",580,4058165,64850,272078
"141","Croatia","2021-W27",1.9713343346069,"Weekly new hospital admissions per 100k","HR",595,4058165,83726,198015
"142","Croatia","2021-W28",2.16846776806759,"Weekly new hospital admissions per 100k","HR",772,4058165,67934,116520
"143","Croatia","2021-W29",2.29167616398052,"Weekly new hospital admissions per 100k","HR",1035,4058165,58333,122038
"144","Croatia","2021-W30",3.10485157700586,"Weekly new hospital admissions per 100k","HR",1139,4058165,47990,89593
"145","Croatia","2021-W31",3.59768516065759,"Weekly new hospital admissions per 100k","HR",1302,4058165,28682,55891
"146","Croatia","2021-W32",4.31229385695259,"Weekly new hospital admissions per 100k","HR",1979,4058165,28023,52785
"147","Croatia","2021-W33",5.93864468300328,"Weekly new hospital admissions per 100k","HR",2770,4058165,31529,46415
"148","Cyprus","2020-W11",0.900895828289255,"Weekly new hospital admissions per 100k","CY",30,888005,NA,NA
"149","Cyprus","2020-W12",2.59007550633161,"Weekly new hospital admissions per 100k","CY",65,888005,NA,NA
"150","Cyprus","2020-W13",5.96843486241632,"Weekly new hospital admissions per 100k","CY",119,888005,NA,NA
"151","Cyprus","2020-W14",4.16664320583781,"Weekly new hospital admissions per 100k","CY",232,888005,NA,NA
"152","Cyprus","2020-W15",2.25223957072314,"Weekly new hospital admissions per 100k","CY",187,888005,NA,NA
"153","Cyprus","2020-W16",1.23873176389773,"Weekly new hospital admissions per 100k","CY",134,888005,NA,NA
"154","Cyprus","2020-W17",0.675671871216941,"Weekly new hospital admissions per 100k","CY",50,888005,NA,NA
"155","Cyprus","2020-W18",0.675671871216941,"Weekly new hospital admissions per 100k","CY",55,888005,NA,NA
"156","Cyprus","2020-W19",0.675671871216941,"Weekly new hospital admissions per 100k","CY",26,888005,NA,NA
"157","Cyprus","2020-W20",0.112611978536157,"Weekly new hospital admissions per 100k","CY",18,888005,NA,NA
"158","Cyprus","2020-W21",0.112611978536157,"Weekly new hospital admissions per 100k","CY",19,888005,NA,NA
"159","Cyprus","2020-W22",0.112611978536157,"Weekly new hospital admissions per 100k","CY",9,888005,NA,NA
"160","Cyprus","2020-W23",0.112611978536157,"Weekly new hospital admissions per 100k","CY",20,888005,NA,NA
"161","Cyprus","2020-W24",0.112611978536157,"Weekly new hospital admissions per 100k","CY",19,888005,NA,NA
"162","Cyprus","2020-W25",0.112611978536157,"Weekly new hospital admissions per 100k","CY",3,888005,NA,NA
"163","Cyprus","2020-W26",0.225223957072314,"Weekly new hospital admissions per 100k","CY",8,888005,NA,NA
"164","Cyprus","2020-W29",0.112611978536157,"Weekly new hospital admissions per 100k","CY",17,888005,NA,NA
"165","Cyprus","2020-W30",0.112611978536157,"Weekly new hospital admissions per 100k","CY",19,888005,NA,NA
"166","Cyprus","2020-W31",0.900895828289255,"Weekly new hospital admissions per 100k","CY",93,888005,NA,NA
"167","Cyprus","2020-W32",0.450447914144628,"Weekly new hospital admissions per 100k","CY",92,888005,NA,NA
"168","Cyprus","2020-W33",0.225223957072314,"Weekly new hospital admissions per 100k","CY",90,888005,NA,NA
"169","Cyprus","2020-W34",0.450447914144628,"Weekly new hospital admissions per 100k","CY",89,888005,NA,NA
"170","Cyprus","2020-W35",0.563059892680785,"Weekly new hospital admissions per 100k","CY",66,888005,NA,NA
"171","Cyprus","2020-W36",0.112611978536157,"Weekly new hospital admissions per 100k","CY",22,888005,NA,NA
"172","Cyprus","2020-W37",0.225223957072314,"Weekly new hospital admissions per 100k","CY",17,888005,NA,NA
"173","Cyprus","2020-W38",0.675671871216941,"Weekly new hospital admissions per 100k","CY",74,888005,NA,NA
"174","Cyprus","2020-W39",1.68917967804235,"Weekly new hospital admissions per 100k","CY",96,888005,NA,NA
"175","Cyprus","2020-W40",0.450447914144628,"Weekly new hospital admissions per 100k","CY",128,888005,NA,NA
"176","Cyprus","2020-W41",0.788283849753098,"Weekly new hospital admissions per 100k","CY",162,888005,NA,NA
"177","Cyprus","2020-W42",3.26574737754855,"Weekly new hospital admissions per 100k",NA,NA,NA,NA,NA
"178","Cyprus","2020-W43",3.71619529169318,"Weekly new hospital admissions per 100k","CY",901,888005,NA,NA
"179","Cyprus","2020-W44",4.50447914144628,"Weekly new hospital admissions per 100k","CY",1018,888005,NA,NA
"180","Cyprus","2020-W45",7.20716662631404,"Weekly new hospital admissions per 100k","CY",1424,888005,NA,NA
"181","Cyprus","2020-W46",6.75671871216941,"Weekly new hospital admissions per 100k","CY",1191,888005,NA,NA
"182","Cyprus","2020-W47",8.1080624546033,"Weekly new hospital admissions per 100k","CY",1465,888005,NA,NA
"183","Cyprus","2020-W48",9.57201817557334,"Weekly new hospital admissions per 100k","CY",1740,888005,NA,NA
"184","Cyprus","2020-W49",8.44589839021177,"Weekly new hospital admissions per 100k","CY",2068,888005,NA,NA
"185","Cyprus","2020-W50",8.89634630435639,"Weekly new hospital admissions per 100k","CY",2650,888005,NA,NA
"186","Cyprus","2020-W51",11.8242577462965,"Weekly new hospital admissions per 100k","CY",2587,888005,NA,NA
"187","Cyprus","2020-W52",11.2611978536157,"Weekly new hospital admissions per 100k","CY",1969,888005,1100,0
"188","Cyprus","2020-W53",13.8512733599473,"Weekly new hospital admissions per 100k","CY",4317,888005,7700,0
"189","Cyprus","2021-W01",15.2026171023812,"Weekly new hospital admissions per 100k","CY",3376,888005,8007,3
"190","Cyprus","2021-W02",13.1756014887304,"Weekly new hospital admissions per 100k","CY",1618,888005,9824,966
"191","Cyprus","2021-W03",10.8107499394711,"Weekly new hospital admissions per 100k","CY",1049,888005,10167,6894
"192","Cyprus","2021-W04",7.88283849753098,"Weekly new hospital admissions per 100k","CY",859,888005,9141,7366
"193","Cyprus","2021-W05",7.65761454045867,"Weekly new hospital admissions per 100k","CY",883,888005,7127,9587
"194","Cyprus","2021-W06",6.08104684095247,"Weekly new hospital admissions per 100k","CY",754,888005,13749,9559
"195","Cyprus","2021-W07",7.43239058338636,"Weekly new hospital admissions per 100k","CY",747,888005,19712,9099
"196","Cyprus","2021-W08",6.75671871216941,"Weekly new hospital admissions per 100k","CY",1447,888005,33025,7630
"197","Cyprus","2021-W09",12.0494817033688,"Weekly new hospital admissions per 100k","CY",2171,888005,29880,12394
"198","Cyprus","2021-W10",19.9323202008998,"Weekly new hospital admissions per 100k","CY",2773,888005,41427,8268
"199","Cyprus","2021-W11",18.8062004155382,"Weekly new hospital admissions per 100k","CY",2567,888005,7127,8761
"200","Cyprus","2021-W12",16.4413488662789,"Weekly new hospital admissions per 100k","CY",2413,888005,24601,7913
"201","Cyprus","2021-W13",17.0044087589597,"Weekly new hospital admissions per 100k","CY",3082,888005,16226,11698
"202","Cyprus","2021-W14",19.8197082223636,"Weekly new hospital admissions per 100k","CY",3792,888005,36935,10975
"203","Cyprus","2021-W15",22.972843621376,"Weekly new hospital admissions per 100k","CY",4754,888005,39231,11457
"204","Cyprus","2021-W16",28.0403826555031,"Weekly new hospital admissions per 100k","CY",6090,888005,57736,5019
"205","Cyprus","2021-W17",25.4503071491715,"Weekly new hospital admissions per 100k","CY",4081,888005,87496,18340
"206","Cyprus","2021-W18",20.9458280077252,"Weekly new hospital admissions per 100k","CY",3002,888005,101378,30578
"207","Cyprus","2021-W19",12.4999296175134,"Weekly new hospital admissions per 100k","CY",1632,888005,116299,49712
"208","Cyprus","2021-W20",7.54500256192251,"Weekly new hospital admissions per 100k","CY",847,888005,65015,105527
"209","Cyprus","2021-W21",3.94141924876549,"Weekly new hospital admissions per 100k","CY",496,888005,47138,98071
"210","Cyprus","2021-W22",2.47746352779545,"Weekly new hospital admissions per 100k","CY",372,888005,33511,73353
"211","Cyprus","2021-W23",2.25223957072314,"Weekly new hospital admissions per 100k","CY",411,888005,47720,60274
"212","Cyprus","2021-W24",3.94141924876549,"Weekly new hospital admissions per 100k","CY",453,888005,57114,61708
"213","Cyprus","2021-W25",3.82880727022933,"Weekly new hospital admissions per 100k","CY",1142,888005,18677,56170
"214","Cyprus","2021-W26",8.67112234728408,"Weekly new hospital admissions per 100k","CY",3237,888005,21900,76033
"215","Cyprus","2021-W27",14.7521691882366,"Weekly new hospital admissions per 100k","CY",6250,888005,23523,86812
"216","Cyprus","2021-W28",22.7476196643037,"Weekly new hospital admissions per 100k","CY",6924,888005,43640,36263
"217","Cyprus","2021-W29",26.2385909989246,"Weekly new hospital admissions per 100k","CY",6522,888005,36311,24390
"218","Cyprus","2021-W30",25.5629191277076,"Weekly new hospital admissions per 100k","CY",4505,888005,29307,25046
"219","Cyprus","2021-W31",22.2971717501591,"Weekly new hospital admissions per 100k","CY",3759,888005,27359,38867
"220","Cyprus","2021-W32",9.90985411118181,"Weekly new hospital admissions per 100k","CY",2890,888005,16360,33241
"221","Cyprus","2020-W12",0.563059892680785,"Weekly new ICU admissions per 100k","CY",65,888005,NA,NA
"222","Cyprus","2020-W13",2.02701561365082,"Weekly new ICU admissions per 100k","CY",119,888005,NA,NA
"223","Cyprus","2020-W14",1.01350780682541,"Weekly new ICU admissions per 100k","CY",232,888005,NA,NA
"224","Cyprus","2020-W15",0.900895828289255,"Weekly new ICU admissions per 100k","CY",187,888005,NA,NA
"225","Cyprus","2020-W16",0.563059892680785,"Weekly new ICU admissions per 100k","CY",134,888005,NA,NA
"226","Cyprus","2020-W17",0.225223957072314,"Weekly new ICU admissions per 100k","CY",50,888005,NA,NA
"227","Cyprus","2020-W18",0.112611978536157,"Weekly new ICU admissions per 100k","CY",55,888005,NA,NA
"228","Cyprus","2020-W19",0.112611978536157,"Weekly new ICU admissions per 100k","CY",26,888005,NA,NA
"229","Cyprus","2020-W21",0.112611978536157,"Weekly new ICU admissions per 100k","CY",19,888005,NA,NA
"230","Cyprus","2020-W34",0.112611978536157,"Weekly new ICU admissions per 100k","CY",89,888005,NA,NA
"231","Cyprus","2020-W36",0.112611978536157,"Weekly new ICU admissions per 100k","CY",22,888005,NA,NA
"232","Cyprus","2020-W37",0.112611978536157,"Weekly new ICU admissions per 100k","CY",17,888005,NA,NA
"233","Cyprus","2020-W39",0.112611978536157,"Weekly new ICU admissions per 100k","CY",96,888005,NA,NA
"234","Cyprus","2020-W40",0.563059892680785,"Weekly new ICU admissions per 100k","CY",128,888005,NA,NA
"235","Cyprus","2020-W42",0.337835935608471,"Weekly new ICU admissions per 100k",NA,NA,NA,NA,NA
"236","Cyprus","2020-W43",0.112611978536157,"Weekly new ICU admissions per 100k","CY",901,888005,NA,NA
"237","Cyprus","2020-W44",0.112611978536157,"Weekly new ICU admissions per 100k","CY",1018,888005,NA,NA
"238","Cyprus","2020-W45",0.112611978536157,"Weekly new ICU admissions per 100k","CY",1424,888005,NA,NA
"239","Cyprus","2020-W46",0.225223957072314,"Weekly new ICU admissions per 100k","CY",1191,888005,NA,NA
"240","Cyprus","2020-W47",0,"Weekly new ICU admissions per 100k","CY",1465,888005,NA,NA
"241","Cyprus","2020-W48",0.225223957072314,"Weekly new ICU admissions per 100k","CY",1740,888005,NA,NA
"242","Cyprus","2020-W49",0.225223957072314,"Weekly new ICU admissions per 100k","CY",2068,888005,NA,NA
"243","Cyprus","2020-W50",0.563059892680785,"Weekly new ICU admissions per 100k","CY",2650,888005,NA,NA
"244","Cyprus","2020-W51",0.337835935608471,"Weekly new ICU admissions per 100k","CY",2587,888005,NA,NA
"245","Cyprus","2020-W52",1.5765676995062,"Weekly new ICU admissions per 100k","CY",1969,888005,1100,0
"246","Cyprus","2020-W53",2.47746352779545,"Weekly new ICU admissions per 100k","CY",4317,888005,7700,0
"247","Cyprus","2021-W01",1.68917967804235,"Weekly new ICU admissions per 100k","CY",3376,888005,8007,3
"248","Cyprus","2021-W02",1.91440363511467,"Weekly new ICU admissions per 100k","CY",1618,888005,9824,966
"249","Cyprus","2021-W03",1.80179165657851,"Weekly new ICU admissions per 100k","CY",1049,888005,10167,6894
"250","Cyprus","2021-W04",0.900895828289255,"Weekly new ICU admissions per 100k","CY",859,888005,9141,7366
"251","Cyprus","2021-W05",0.788283849753098,"Weekly new ICU admissions per 100k","CY",883,888005,7127,9587
"252","Cyprus","2021-W06",1.23873176389773,"Weekly new ICU admissions per 100k","CY",754,888005,13749,9559
"253","Cyprus","2021-W07",1.12611978536157,"Weekly new ICU admissions per 100k","CY",747,888005,19712,9099
"254","Cyprus","2021-W08",0.337835935608471,"Weekly new ICU admissions per 100k","CY",1447,888005,33025,7630
"255","Cyprus","2021-W09",1.01350780682541,"Weekly new ICU admissions per 100k","CY",2171,888005,29880,12394
